http://js.corriereobjects.it/includes2013/LIBS/js/tracking/TrackFunctions.js,1
http://wscn.cdn.wallstreetcn.com/stock/wap/js/lib/jquery-2.1.3.min.js,1
http://cdn3.img.sputniknews.com/js/sputnik.js,1
http://www.chasethetrend.com/wp-content/plugins/contact-form-7/includes/js/scripts.js,1
http://cdn1.img.sputniknews.com/js/plugins/jquery-ui.min.js,1
http://www.hani.co.kr/section-homepage/svc3/js/hani_common1.js,1
http://a.abcnews.com/assets/beta/js/abcn-head.js,1
http://stags.peer39.net/1424/trg_1424.js,1
http://static.ufreegames.com/js/jquery.lazyload.min.js,1
https://www.elsevier.com/__data/assets/js_file/0007/144394/history.js,1
http://www.yonhapnews.co.kr/medialabs/20110927_slides.min.jquery.js,1
http://fakaza.com/wp-content/plugins/jetpack/modules/wpgroho.js,1
https://www.vidal.fr/includes/javascript/Minuit4/M4Tween.js,1
http://www.bd24live.com/html_helper/js/jquery.js,1
http://www.yonhapnews.co.kr/medialabs/201107_mainnum.js,1
https://static.xx.fbcdn.net/rsrc.php/v3iEGF4/yC/l/id_ID/LToSSgivpva.js,1
http://gnula.nu/wp-includes/js/wp-embed.min.js,1
https://www.exoclick.com/wp-includes/js/comment-reply.min.js,1
http://s.mobile.ir/Static/cache/clientres/cachefile_script_common_130888541769921868.js,1
http://image1-1.tabelog.k-img.com/javascripts/lib/ui.spinner.js,1
http://www.airedesantafe.com.ar/wp-content/themes/PinThis/js/jquery-finger.min.js,1
http://www.mk.ru/media/js/jquery-ui-1.10.3.custom.min.js,1
http://i1.ule.com/j/all/ule_hp_141121.js,1
https://ads.exosrv.com/nativeads.js,1
http://hits.truehits.in.th/data/a0000021.js,1
http://assets.rfdcontent.com/js/rfd/v14.3.0.19.1/enquire.min.js,1
https://s1.wp.com/wp-content/themes/vip/pmc-plugins/pmc-adm/js/loader.js,1
http://image.bobaedream.co.kr/common/js/google_log.js,1
http://dlstatic.cdn.zhanqi.tv/assets/web/static/j/yp/lib/require-jquery-min.js,1
https://the123movies.org/wp-content/themes/PsyPlay/js/jquery.lazyload.js,1
http://js.51jobcdn.com/in/js/2009/chkSignIn.js,1
http://d2ok2u3bz752mp.cloudfront.net/js/localization.js,1
http://sports.cbsimg.net/js/yui/latest/yahoo-dom-event-connection-datasource-get-imageloader-animation-json-min.js,1
http://jci.book.com.tw/jss/books/jqueryplugin/autocomplete/jquery.autocomplete.min.js,1
http://ws1.cdn.caijing.com.cn/js/flashhq_cjw.min.20111125_s.js,1
http://cdn-media.viva.id/appaux/portal/js/v2014/modernizr.js,1
https://olxegstatic-a.akamaihd.net/9b23a8d-259/packed/sw359af6476ed81238f597e5bd9437ae7c.js,1
http://www.jutarnji.hr/template/js/cufon-yui.js,1
https://www.skidrowreloaded.com/wp-content/plugins/bj-lazy-load/js/bj-lazy-load.min.js,1
http://www.wease.im/wp-includes/js/wp-embed.min.js,1
http://s01.olx.pt/static/olxpt/naspersclassifieds-regional/olxeu-atlas-web/static/js/advertising.js,1
http://zoznamstatic.sk/project/titulka_2011/js/css_browser_selector.js,1
https://sb.scorecardresearch.com/c2/14990625/cs.js,1
http://plugin.mediavoice.com/mediaconductor/mc.js,1
https://static1.squarespace.com/static/ta/5134cbefe4b0c6fb04df8065/8453/scripts/regions/HomeWinter2016.js,1
http://extra.resultspage.com/search.js,1
http://www.bd24live.com/html_helper/js/bootstrap-carousel.js,1
https://d2f25wgezub9nf.cloudfront.net/builds/website-commons-c8b3dfc8d53cd1b9c9bc.js,1
http://combine.nflcdn.com/yui/min2/index.php?7.3hotfix-7.3.6&b=yui3%2Fstatic%2F7.3%2Fscripts&f=modules/geocode/geocode.js,1
http://www.jiameng.com/templates/mainjs/jQuery.blockUI.js,1
http://js.jrjimg.cn/common/foot/jrj_dcs_tag-min.js,1
https://ssl.resources.ea.com/omniture/utils.js,1
https://payqr.ru/popup.js,1
https://static.4shared.com/js/jquery/jquery-migrate-1.2.1.4min.js,1
http://www.researchnow.com/wp-content/themes/researchnow/js/main.js,1
https://01.files.namecheap.com/cdn/0/assets/js/jquery/1.8.3/v43.jquery.min.js,1
http://www.ny.gov/sites/ny.gov/files/advagg_js/js__k8ZGoglS54jYrHrLrkEzjytBjzP4ZZskwe6rBCZvwEQ__bds1EQRwAtw_S8d4YeGq7q_9aO2xAce4lHGv8Mo5oW0__MtJbNMuYGkB3iXAAlYYGDCU13u_sj4_Fh2LGxiMXopE.js,1
https://cdn.elegantthemes.com/js/jquery.min.js,1
http://img.cheaa.com/2015/homepage2015/js/scrollloading.js,1
http://platform.twitter.com/anywhere.js,1
http://www.elwatannews.com/assets/js/jquery-ui-tabs-rotate.js,1
http://www.uzone.id/wp-content/plugins/theia-sticky-sidebar/js/theia-sticky-sidebar.js,1
http://img01.zpin.net.cn/2014/common/js/za/ga.js,1
http://file.caijing.com.cn/js/config.js,1
